Venta real,Predicción LightGBM
6456,6901.470401575224
3813,5119.763330416236
7586,7076.063234632486
7181,5233.066764695478
7681,8051.600541898243
11485,9779.863799073913
6812,8587.397745350163
7183,6575.094367463618
4332,5566.850677105829
5505,6179.213008956269
7644,7170.671748865628
13549,11148.097710858123
10301,11300.396844068146
5768,5427.9063333470085
7063,8352.880860268484
6982,6120.942212124062
3629,5223.448962901536
5927,4102.325876190948
5611,5696.82143407875
6991,7774.735983792618
4698,4463.841006929766
7267,7256.987608468687
4459,5540.671994432879
9414,8783.6879156122
8277,8243.16263424475
4403,4547.715285823915
4223,4954.715475526333
6202,5281.606569355398
6381,8020.361087106316
5319,6461.153093108075
2494,5182.27419988051
5843,6648.107473875331
18792,13584.91467088317
5350,5938.19018604972
8917,8783.499825711271
14721,10243.015446116422
2540,4758.4403816755
5963,6314.005335368686
5618,6557.101460954475
3192,5758.428419653357
6689,5696.438055924606
6851,8493.927738080738
5145,4934.434455126465
5347,5506.0719534133505
6671,6716.808741009206
8591,5921.049895890175
5167,5990.478019380666
4042,5076.216108938064
3609,4292.281931582114
10372,7413.6462536941
5436,5629.185116923554
4172,4850.615323957433
6896,8617.580534091216
5856,5519.044270527835
11280,9565.33369135557
4392,5699.996904119442
9215,8090.137676442776
8897,8573.052070890319
11881,9195.255030041015
12409,13069.500996808087
10398,8440.488725185596
3603,6478.524157427314
7130,6835.489167010722
6466,7503.440724567573
2559,3401.870003129896
5887,5830.4195010962
7183,8516.998591688176
6666,8049.361498198718
6966,6395.784073745517
4222,5094.124834237742
5815,5701.410694679941
5821,5617.435037409499
12251,10427.689967540226
7529,7256.607270528591
3272,4090.3366114860255
8743,8023.646600480551
8122,9218.247225742813
4432,6395.611615450423
10252,8468.176895218665
11573,10768.889694917838
14299,12113.618802003119
7571,6564.753320071345
9015,11044.763404647198
7721,5941.207576678428
11585,7526.333600970893
13885,13604.964463312423
7665,9027.146580977867
2969,3411.042427995341
5116,5267.8427939286
8057,6820.439952933738
3526,4417.492095223569
8984,9158.426988563657
12832,9170.565447300722
9598,7262.104506789308
6286,6534.823469684436
5133,4842.30791245237
3980,4410.73752116553
6464,6114.850806174618
7328,8960.707167794037
5061,6292.614931620012
8714,6607.071822847166
5607,5232.304318391416
9259,7153.046794158238
4143,4258.14069814269
7889,8782.61776763409
4474,4522.247212275013
7238,6895.091844336965
5358,4825.431866782105
2132,4547.895030641348
10575,7776.564488070276
7518,7920.900228072339
3309,5422.842071689961
8499,7760.920487969117
11101,10613.901093469305
4389,4212.776059435853
5923,6638.582005910885
4961,4513.570964253709
12444,10581.119607385173
11147,10099.2664308353
3074,5974.737481666856
5819,6679.168513958269
3155,4880.218072624694
6190,7868.9495302527475
6556,7065.493509500208
10022,9466.836268802595
3626,4849.0171056439385
7416,7488.391811857703
4572,4580.25879108759
3747,5187.202952844389
5539,5331.628722563352
3876,5964.035781807749
8687,8388.443024616656
6966,6608.735449440812
9780,7407.689641446908
5666,7617.145964423138
5463,4530.77716960625
5164,5527.763874960584
16198,12225.238232983364
6691,7240.072105249069
4382,4308.611843791444
6115,6203.718207403401
5347,5445.54603878025
4926,5269.018323767233
4610,6402.133323400669
6121,6792.243718357951
5579,5999.541490161482
7175,6284.113138214255
12732,9364.499409585284
5737,4687.418032125008
10249,9789.182521846284
5939,6357.150387316689
5301,7877.740506872381
10946,8632.482140150116
8116,7263.529113369415
5020,9678.863044034413
9509,6952.213000247546
6929,5876.468383370795
4855,6585.196971193233
7361,8472.850900423562
7339,5811.714920760144
6386,7293.571309021972
7130,6489.174387086129
6151,6456.647834930303
4697,5387.829465492805
14256,10580.617501560258
9827,5650.0590358900645
11299,9943.410160021125
8787,8007.616711257727
6025,9312.596429156212
4720,5575.723947888838
5916,7245.372343897869
14092,11364.252963841203
6519,7878.15631135425
5246,5956.752901378029
5022,5935.7855857263785
4994,4898.301168273091
13206,8262.764553865332
7510,7340.6572462090735
6071,7803.113620992813
6392,7380.095500853269
9979,6757.988977586006
15658,10361.266211209575
3726,5710.641347937879
6282,6045.607824910008
4663,4185.659420755879
9143,7745.6769193291375
4455,5560.887260921491
3506,5230.689112211208
4810,6214.529632714048
2304,4367.299057013553
5187,5800.980577762282
6238,8622.331087774812
8040,8745.560851978256
12971,12018.250664359475
4296,4952.958969372529
4370,6292.57538425074
7838,7745.143620649928
6665,7042.224278928146
7431,7245.525352736887
6521,5413.931386673832
5049,7340.433492020088
7822,7622.9070779976855
7894,7410.1586347332595
11833,8662.123594822311
6207,6868.530370879989
14392,10862.261350998337
9374,9628.244551867925
3338,4820.915504645278
6246,6745.855730570991
4756,4793.150663155866
8675,7502.738081742772
2779,4330.4566444965085
10602,9667.489006879647
4049,4452.527469580461
3797,4188.535011037476
4756,5511.553668080859
6891,7039.540272798188
5687,5970.593139650578
8619,7775.568716191774
11210,5989.960460890856
3775,4307.248548573601
5601,7088.5531551291
6736,6337.518820860595
15428,11727.333744767377
5403,6319.932144945779
8407,7785.106053567689
6950,5816.705823441984
11805,9676.337843994226
8385,8140.070713128968
6452,5851.684901423525
4895,6030.3545152331335
9031,7526.415269366398
3556,4059.6699842352937
7831,5793.818559844736
9137,10393.94434575301
5551,4939.083263916729
9209,8588.19833941277
2743,4623.125830571604
11055,9131.42895214019
12007,6620.764331290965
6185,8629.346069129457
9001,9281.5434170749
5880,5323.181877011363
10257,8115.095116770435
7611,7621.417737297387
8123,9959.323643531188
6051,6555.041703789907
4091,5201.217179518979
17050,11701.277063509373
4819,5952.97211939898
8175,7095.588163172701
3198,5015.128808688691
7254,7041.521705799686
6322,5917.696968218331
4079,4806.435447034768
2999,5304.406406138031
4114,5398.480218161009
4913,6050.2314971490505
8326,7194.63480419128
4955,7494.938927120573
10746,9230.216789527823
5731,4979.141530641443
4339,5272.705980996974
5581,6556.929633002943
6381,7984.037734171297
3387,4559.642746101227
9983,8063.12928121222
10821,10488.48442733043
7148,7959.010334996984
8233,8785.641498167766
6640,7999.918618230294
7216,7117.699450247709
8059,5737.839939650663
6384,7234.973007850357
6197,5235.454313878257
3516,6832.1162166119175
3968,4594.05064038055
9480,9150.233897223023
15783,12468.848939593103
4929,4852.151806721007
5036,5101.4168531954865
8487,8519.593929574341
2971,4634.168123722331
4940,5347.388729534537
13175,13891.072913718679
12115,9078.594920772848
3835,4710.940013372602
9371,7968.37440731251
5555,7940.547858420784
5755,8285.9467567744
8109,8343.164981622145
5292,5165.450097973572
6545,9309.768035343674
13011,6510.088816406217
9140,7144.634500597005
5674,5425.236000356857
5432,5722.235714246674
11078,6595.568704471405
9891,8623.64423411337
6616,7288.115171694422
6946,6968.524435724104
6432,5121.491289467763
7444,8576.23226037631
17431,17498.773469638607
9789,6663.444575626876
4326,5737.647157881723
8344,7545.16201581023
6142,7782.075366840428
3462,3821.2876339486943
11868,10898.80999751161
7347,8313.880541762128
4912,6853.891178830208
3178,5884.314795469038
5202,5761.401137361635
9612,9519.756844866264
3432,4943.21080992471
5389,5910.824931494457
7440,7750.068924634665
6393,6011.595484838076
4129,5361.097926651909
7343,7475.7065242864255
11391,9656.67665421784
4918,4531.26686052041
12616,11235.629658999567
7190,7318.493198960939
5875,7826.093210520824
6532,6180.95511457895
11901,8889.74108587201
13446,12352.58447012353
10476,8015.893536858963
10009,8234.415028592399
8089,6654.3683186496055
8661,5847.144472660369
7498,8267.28777102502
7543,8375.603678046466
4547,4214.115989133108
6540,6055.665835100888
2560,4753.709427810133
7237,5924.56045552762
13279,12148.45627608286
3835,4376.642245784165
9408,7963.677207545193
7084,8369.568826698824
14832,13518.741120995306
10624,10524.419639276224
4065,5522.208164738058
8539,6305.083050442303
10954,10171.458346786409
6877,8018.080580507677
5373,7416.079572970061
6142,7041.2421121619345
8304,7431.743749134617
7924,8072.958736193243
9237,8038.952224101974
5105,6301.606171520223
10595,11412.50618249455
3726,4609.5368944417905
13992,11025.78815676373
15439,13037.279307355899
6648,5842.971670622993
4501,5561.03567400456
8487,5906.120449168757
24971,17266.891815597344
3943,4955.235015602839
11811,8971.737282043063
8556,10567.278797286837
6649,7213.214663016936
5142,5786.405516448702
6572,6748.901720236654
9008,9242.283951141833
6397,6619.25450454779
7482,6307.345183408412
3654,5461.402834626285
4518,4562.829850555003
4745,4749.059787335952
4656,5512.639410760603
5052,6400.860528301359
4703,5650.982264742878
12360,8667.12249447459
5991,6552.162385126103
3976,5536.912715087949
10051,8646.771327165725
3863,4329.41677240906
5891,5607.293727543127
6482,5726.400363258555
5355,5475.272667038735
5765,5884.652016518196
3942,4432.4519607154425
2398,3908.783234974392
8693,10478.236033113726
16016,11524.777450952985
20117,16282.446678832457
10060,6615.230795430965
9854,8405.913242148441
7027,8595.977322330193
4330,4524.8436778347805
5024,7042.809013128834
4951,5786.121399512984
8350,8048.642493634177
5234,5827.969792186344
3790,5506.954880649949
5939,6683.45334045233
8744,7482.393376514597
7511,7005.796759071283
5975,6134.879238161834
9790,8318.406189081303
5052,6069.2561691500005
3758,4104.584238586102
5381,6478.257725252191
10398,9259.885634703856
5106,5887.718312891098
6508,10467.203914004214
4680,5778.856793583682
6982,7191.12310003975
8251,8326.471986649425
8955,8315.073868404803
6229,5825.921247616588
4680,5500.478646313252
12439,10854.017757780899
8126,8350.565986304453
18101,12257.953109960526
14373,16043.139967073439
13341,10979.841246590879
3653,5373.581199415836
9675,6585.1852261393
6239,6340.304368032537
7762,8052.546906026158
3829,4859.77569033898
5225,5628.717730838071
12667,11099.697756187832
6942,8551.587804643523
4431,3362.9431602952836
4384,5086.5371038386265
8483,7120.921408151557
11314,12738.907617988281
4191,4543.415280799802
14262,10527.84349429223
5314,6517.176604398645
8001,6627.496720068799
5587,5847.838889209599
5977,7167.947683382283
17885,14173.033063482813
6004,6370.886559991733
11404,9997.674985479189
11230,8491.084134305138
6070,7469.622862180997
10872,10161.424211339185
7732,7715.580560025205
12548,11504.376973561764
4478,5656.468446076866
4984,4725.993846809377
5969,5037.254967878748
5339,5620.952870251263
5716,5336.2945273358655
5484,5597.628954055206
6722,5590.556066278762
6400,8939.738973940952
9181,8878.885295968861
12525,9417.403949687105
5089,7283.56227183073
5293,4698.613375740972
6701,7549.742642784629
7149,5041.627904364619
5682,6939.272645991926
5051,4808.689122603099
12263,10059.313929950995
11236,7801.117287791351
3949,5605.289547097372
5138,5515.272250583773
10218,8379.438843702843
6103,5861.693712968266
3166,5356.653406592768
11152,10487.384277195384
9763,8763.886161319297
8823,8668.622642405517
7510,9007.444157468568
7682,6990.147890697707
6485,6661.260025437629
12444,9037.263094736374
7701,7978.376358001356
6789,6631.69606562898
5695,7160.98533574724
4218,5415.855001492137
8010,8159.132459659994
5046,4926.277821919632
6670,5939.230175956757
7097,6712.282118613124
7338,6385.372064561867
3873,5787.356629117142
7620,7258.40453918277
9302,8703.181046098322
8051,7262.404965808588
4327,6128.195575538258
6803,6782.024643148203
12146,10565.510465862139
7701,7842.466292318954
4466,4615.571831146655
6750,6656.414238963743
7944,8404.383311650881
3202,5280.771464240943
6165,5765.896070300319
4255,4798.969905660748
3290,4944.54103884308
4694,5820.050890241087
8327,9982.836361951318
7331,5238.313864302749
5490,5420.613164889594
4231,4529.939062219221
8969,7394.359704376213
5994,6474.77226265437
8434,8907.006516342157
9354,6546.761471302429
9462,8317.711945547353
4121,5571.171373329378
3675,5871.145308059165
6248,6265.80833230994
8840,7181.900612080864
4347,5393.683282078041
7979,7872.304458811209
9308,6833.913933227493
4315,7591.558359626084
5764,7844.472767326574
5176,6332.493651623318
3540,4416.020270000843
9226,9573.659227205033
4246,5634.226527562882
5619,5397.18169651337
3996,4972.910568324801
7848,7266.059449491966
16018,15015.01794878156
7757,6635.554108053449
10004,9142.467519028558
3578,4111.093212770525
8441,7485.048985682076
5244,5766.452975274882
3295,4316.128590211226
6272,7191.909358967867
5322,6066.899694766331
3613,4157.930902006878
10765,9131.078581488118
6481,8258.405619849886
6361,5199.0162740364585
9584,12705.673050601616
9030,7265.145628725961
4212,5462.314336056404
4467,4766.245328548315
6127,6037.27085046636
11040,9002.114234754705
4481,6648.699132527667
6436,7472.603786237037
6770,6478.065230213104
4562,4304.171482624207
4958,5714.734571946244
7123,5283.749248016086
5900,5644.696348640018
7168,7689.165610874034
12045,11490.137773560404
10825,9298.951458420961
7008,6754.272014363427
3612,4103.467462221433
13379,8540.935856532988
3731,4495.69766181099
5767,6637.750099089952
3372,4416.599139624824
7672,8935.977295084538
4252,5655.4220323763
6691,5744.046502134048
7753,7759.008799927586
3909,6655.532847128614
8312,6917.871380069506
5627,6091.963597185209
4903,6407.44449205583
5290,8092.253417313722
3952,4599.206749403746
8060,5593.50693590471
5124,6800.542758285598
4269,4561.662706285479
5455,7327.191206023739
13506,11032.066888001424
6989,6932.578988863646
4966,6885.452655455543
4745,4168.321810602243
5771,5524.171134856961
6113,6728.937917218001
4915,4853.3521696432435
5521,7028.8940025789625
11546,7535.524516630362
5164,6388.423856079538
4814,5779.0000579894
6002,4550.7394736729975
5969,5087.334563157499
5739,5242.698084675355
3577,5265.174670908898
5806,7547.393040753114
12018,10544.86968008652
15280,9430.690363294749
11935,8572.935079988518
6799,5301.507534195997
4810,5442.732313175513
10109,8542.169225688689
3499,5048.9146925325595
8286,9151.266444448422
8730,8437.545959479497
11428,11220.654579314589
5571,7952.527033623019
4901,5598.167808247178
5905,6535.477552520203
6226,5574.259383231444
2768,4604.822309020744
6650,6148.725583750677
3820,5571.492524525896
8404,7660.526602202372
1560,4394.289934063863
4937,5066.81439863999
4796,5830.704309312429
9299,7930.946789879434
5536,6378.125191550591
4960,4949.687008128014
5735,5385.0987470975715
8795,9144.634811194
7045,5545.4507830822695
7720,6487.940385507588
3527,4468.051790723987
6578,7319.152848709969
5764,5834.633236505929
5874,6396.600569589694
9474,9107.212423084598
6701,6253.708349212381
6400,5660.618170741644
6852,6707.16088090412
6848,6500.146222752868
3175,4696.732007283039
5942,7013.803263551015
15248,10431.977853880328
9924,11301.871604143658
8758,7788.238091415035
2942,4195.942408934018
8889,9269.448212848107
8679,9680.212127803
9925,9047.79407490551
5233,7317.474882735738
5494,8053.37521512744
6548,5718.051266129311
2439,4330.9652759248465
5617,5505.774916082271
9414,6553.855172328706
8836,7776.629951621873
5310,5404.246271188671
14153,12748.020418875734
5636,6665.3636063427475
3338,7253.54103258452
7557,5521.328069512402
8069,6838.081081164325
7477,8432.425834463711
5668,5798.462986236992
4591,5332.400239519788
3706,4853.262594979265
6791,5812.398718472244
1721,3832.0496473419325
3635,4929.402301208375
10812,10561.796537287344
7705,6719.673543995808
6844,7697.393173302737
4532,6912.474820210831
6600,6636.741414856315
4702,5943.107109674359
16727,16024.289025358306
19280,14771.488744903581
6355,6875.264797546568
4111,6049.3336671128145
13163,11016.821141999471
3682,3906.9265958933993
4449,4430.71167619605
3773,5089.385237597575
3179,5895.857048282808
7109,6384.541881555011
8587,8087.8013246791215
10362,10504.408196611368
5936,6238.812481345051
5669,6254.058893222381
7944,7459.3235689154135
15916,9468.230790643156
9070,9361.535283031642
10762,10508.497248516529
14092,10515.709282207552
8928,8739.995057449825
6451,6122.841866369865
7182,8317.828833986709
5343,6364.9135326789155
3075,4672.2301842417155
3802,4908.586854411721
5369,7322.231902834472
4012,5276.679502095622
4445,6671.408768162234
5769,5074.476075473719
6884,7450.4610931849975
8763,9957.707405667488
7506,6679.831508967402
5780,6287.17487084803
8350,7364.033033977087
5580,6075.741479314638
4698,5265.058793286988
8860,8408.24988947117
5832,5319.403617089746
5997,6358.2092364065165
3386,4929.129624145181
6964,5658.147735903913
9444,8683.234026959944
4303,5221.176408974258
4798,4842.188073370602
9228,7003.896773942252
3707,4699.310486620311
3955,8088.300110105356
6259,5985.142491685525
5516,6266.603347228119
8591,8273.342637735623
12460,8578.775200030728
7414,9649.495022190296
7421,5832.162385708373
14338,7865.16929136481
4677,5132.315084950763
6805,6077.732969040721
5493,5205.274910087684
5056,5007.254211789194
5428,7542.03425428333
5505,6969.389959450852
6999,6354.650980583363
5502,7109.23852135831
4062,4958.329104417137
13861,13696.402775616403
6153,6849.2552241635885
3274,3337.8430343080863
5997,7540.593866473678
12316,10716.177453616232
11136,8843.98033632626
8042,6547.97239024252
5619,6517.757198258207
7246,6419.116088248386
6930,7387.560057978437
5741,5495.426781202121
5006,5760.684780871413
1368,4235.909009882485
4334,5082.041961475215
5420,5146.358831111344
9328,8571.020914860508
5904,5034.791818778957
5855,7148.530901736641
9046,9705.539459806696
6890,8192.879548109398
13807,7375.227149664558
9942,9020.991871509625
3647,4974.8315706782405
3432,4426.532885718353
5975,5658.304713109244
3358,5495.486409881619
6574,9197.008713692941
8893,5322.455054764297
6808,6132.078571505871
6908,7560.132817831182
5477,6173.538807833044
7270,6147.479337697415
4117,4936.2794450992005
3270,4542.785906900633
7182,6397.297433714533
3913,5784.9631587598815
4013,4369.997184704076
3738,5670.385265529014
4579,5274.584219318038
3193,4863.526993962938
4793,4397.737321867165
10240,10202.185858136962
10163,7655.175506046397
5262,6874.171843119274
6918,6573.433324147652
6357,5634.834270300174
6428,6499.301414257892
8222,7857.06502890915
9571,7739.119339973942
2516,4439.387951662927
13295,11436.913976651109
7015,6255.728651453072
10347,6584.2149979266605
4883,5391.803586949589
5395,6071.836803623062
13382,11486.95266717641
7200,8744.355676791676
4543,5596.595365639078
8243,6853.780059592306
6035,7224.362022955431
8737,7956.803874872922
10069,6805.757596077283
7875,7637.920609395616
6217,7156.806181018701
7097,6803.379102802409
8257,6814.811375380474
10425,7467.90454588948
3184,5462.229419705952
6283,6941.630527019113
3733,3856.513698219868
8142,6756.979417450163
4887,5414.844542258925
9036,7630.408905120702
12585,10879.984205776265
4928,5767.738137477672
7310,7465.5670911202515
9889,7751.0084448608695
5169,6546.28554064093
2973,4902.719671406486
7601,6763.128375451262
14346,10699.650541815688
7722,8465.997300117067
5153,6300.989815317549
12080,10269.087818572552
14044,8450.909679992894
3866,4533.128449450885
9634,9378.054162826016
7242,9478.341312524759
4034,5393.211933773443
6639,5687.873085457807
9674,7859.939177570678
16566,10218.582005012871
3903,4799.349243199984
6457,6576.081286044474
5831,7152.7940926319725
21349,15837.428245264195
5843,6694.026219259604
7816,5815.542674719271
5138,5021.689875090457
3578,5040.24173181346
6949,8098.530480941162
8040,5387.652068318725
1330,3318.2513564495716
5541,5987.292763504951
5130,5995.709736936038
11112,8271.489966961506
4956,5716.362496165671
8779,9082.10539176909
8909,7499.149778517165
4377,5528.669706746794
7190,8480.046066338278
5037,6144.124184161527
5516,5901.8038342656555
5461,6747.59333306583
6613,6607.961981320333
5582,6689.2087120565075
9691,7127.667918111608
7017,6541.728895859425
6997,7938.308490835693
7355,7626.577588390549
6939,5171.591486549374
3790,4568.896720644037
9607,7978.502634584026
7946,7249.018839099226
6876,5659.778723838578
4233,5178.87467679075
4287,4619.63477113206
5087,6029.077464230949
6136,5793.46181192339
10632,9178.257463136471
9060,8676.979340549191
4349,5293.572825382744
4666,5118.360651315997
5903,5566.980119780192
11861,10485.057158606916
4281,4879.46170748338
11880,10947.643759771236
5025,4448.704822901019
5337,7085.809723641474
6343,5269.933209751396
9270,6435.487315479005
27849,14351.510959050029
5674,9057.597047295598
9868,8450.916975112714
9940,7481.9592651517705
4956,6014.5780299000735
3586,5520.393160018293
4639,7043.199518102998
8554,7977.260268108397
4195,4920.768049690364
4363,4988.5149778876375
6081,8244.218421825823
4367,4993.702392322428
4938,6766.947915902106
6340,7108.963071328229
3779,4578.584390826961
3444,5068.145976598654
10145,11208.35657137504
2919,4440.832858901496
6617,6346.649272930225
5512,5560.349981962196
4886,5158.874279597001
6186,6708.025336188799
14402,10204.498076523405
5673,6495.035208937559
5301,5806.813922742391
7913,7494.867219785627
12471,11245.303309623958
9593,10183.3437286243
4202,5012.709489394943
4705,6144.572778700459
4542,4823.644155962439
7085,7564.453413935467
4331,4280.586251338062
11825,9852.620565913714
7428,6382.6476851476455
5519,5037.357924158295
4578,5174.28835055548
6199,6186.4198748602985
5383,5439.384219520122
6038,6111.056782168121
4509,5669.905550706219
7911,6015.859419448033
4715,5222.3813221039445
7096,6215.147450683081
6011,5890.764534876157
4000,5398.600795595268
7573,6378.860476355274
3994,4366.442542867826
12211,7745.830611432301
6458,5698.286850755663
10967,10656.519067086772
5137,6811.6958444827715
8918,6557.2634972112055
8932,7567.0647550797175
4748,5712.67014644918
6155,6310.256241533903
10840,8558.331857423884
9592,8246.367880909265
9573,9553.440437824733
10491,10900.957921787136
6269,8397.764431178362
5548,6972.329408309919
5453,7124.720652588783
5544,5507.973663244671
3802,4210.00442872612
7346,6688.732843778427
5323,6792.928908157205
9997,11955.431328984814
7800,7710.987804902385
5345,4654.028119359567
8658,8445.002649678254
4834,5275.490369672694
4793,5374.928052169146
10519,9984.271711156412
6078,5778.085431167265
8282,8690.212011113705
17905,9782.0687166979
10640,8844.25438628413
4623,6659.725465846653
3750,5849.305565479778
10511,6243.606200550158
5267,4834.465585642428
9217,10070.787894216488
6543,6091.01871287171
5657,6280.8675458047
4299,4978.683377583738
10565,9094.414063454939
9965,9197.26693666755
2569,3341.535565637843
17680,14914.779342865355
6807,6595.07421202809
11673,10052.576932604492
6854,6119.849744403686
11053,8097.293657151812
4498,6119.257812228958
12592,10666.00973327857
3933,4441.238251831211
8284,7022.651107452586
8506,10404.433625529235
13462,10386.776149567258
8382,6715.8787786702205
13348,8277.541020935669
3188,4354.197582388688
3570,4941.331132289248
910,4338.24984755799
2760,5282.79767968473
6806,7961.871275366907
3777,4608.148108038813
8596,7671.963421994137
6199,7924.937521273472
7827,9735.212510603915
2280,4207.012985357148
5596,5681.297133608206
7893,7337.950060067291
4561,5795.383935459316
5478,6387.714651182725
6110,6322.438812301334
3734,4663.615973874811
9100,9018.008070059423
5339,6755.732912379703
14983,11753.932956394512
6384,9007.039390742912
7828,7441.265523389354
6384,5887.404647987365
2670,3981.483906377991
5856,6469.015910056131
20459,13467.675105607752
3730,3963.692323046532
12733,8519.799710906676
10016,9581.14735704001
8642,8446.014235971481
8982,8173.94443867373
3860,5454.48950268359
5483,5734.802607191918
8075,7533.935724972465
4398,5478.193789564967
2498,3865.662635883737
5083,6814.38888374632
8122,6214.263647243894
7654,7273.17491457579
7318,7665.73535404413
3646,4075.5548240908765
8932,7778.205216942208
9001,10052.462527726053
15277,13023.678953434484
8394,9532.242604226634
7078,7583.53778175221
5035,4968.685069996049
7765,8030.907957177959
7065,7977.81826650888
5243,5627.408518160199
5086,6588.527900435382
8373,8381.101709019873
9484,7404.606796402104
7558,9188.016462179816
4984,5703.869008290788
5454,6613.2569532006755
6633,6523.582267207046
4816,6561.604966331966
8203,8028.800242713636
4541,4791.062131219436
3995,5794.575064299446
3303,4032.3851047912185
7182,6453.980737905838
7338,10486.963138784433
7898,6577.410164528065
8032,7631.590456189938
7172,6048.787249354842
7378,5811.956778870775
4958,5767.10880549915
6620,6378.4110440115455
5648,6588.284853061892
7146,7705.930347844994
4372,4861.780592310198
10381,6545.18938794316
3946,5249.562948584841
3743,5195.902328073863
2791,3593.3944628160125
4106,5279.20094758306
5201,5649.772246508958
8228,9618.525655736541
4381,5762.861321252349
4992,5765.6107571897155
6396,6875.466069021128
4274,5282.0507309468685
7103,8354.255501425541
7566,7327.401168824775
5130,5576.36980388863
10386,10211.30304331961
5413,5803.81106947695
5338,4412.539846760228
7696,7136.916080377867
3441,4463.856678786
4394,5118.0754339476425
5677,5519.413064603591
5450,6188.959056787941
19497,15027.34644238922
2873,3798.9180052961137
5597,5609.550188323761
8872,9908.97943103114
4017,6575.649287410185
11041,9610.773057492916
4224,5446.699849872886
6783,8953.242648312982
7080,7772.55599736761
13024,12592.989175764724
6355,8863.61378242491
3484,3997.0364729231333
4129,5900.099102549412
6931,6590.200392158354
4302,5889.000157769826
6406,6113.171711069707
7485,7302.1441700128935
7191,8029.046263359356
8238,7063.33623083561
10905,8275.218356666886
7540,6985.431368844568
5759,5782.371610178717
7283,5274.5869523359725
15367,13060.059035423848
5543,4593.424205022178
11161,9954.25376936759
6621,5606.980553873044
4046,6487.638186732912
8498,7949.647763970903
4935,6787.134638717468
4880,6036.763956592343
4275,4942.120299062564
8619,8024.571990456674
20710,18913.341617562113
5341,6432.461331321093
8255,7059.047601698226
8102,8157.646939693119
15278,11189.458292502852
6751,7189.474450135951
8991,8366.371277567498
6299,6133.340096109398
6424,6837.326303343474
12950,10207.612260062215
3051,4427.955306493719
3420,4418.969582630585
9538,8715.665321386197
4361,5320.313662082206
13111,10995.91330282041
14966,13594.179847661313
6214,7598.254452925105
5489,5066.396417791056
6549,8807.57674230386
9397,9916.123533542463
3665,4787.248151979984
9720,9418.34940432306
8354,7277.83662464221
4297,6366.210147826348
13069,7777.38197098802
6292,6446.076416333331
11087,8635.924171067456
5882,6975.181451118855
7647,8049.908825961999
8308,6756.768504001632
4444,4741.043577404205
6790,5893.434610468733
3418,4323.558253762989
6481,6927.672011667808
16978,18837.32188080083
4755,7808.079385706772
3910,5522.995834645694
3182,3955.016581782373
11847,9945.461835669517
6635,4676.5305051353025
5683,7211.847773784124
9696,8068.531165073975
10538,8429.835305761833
14261,10826.85545293099
8011,7141.972621056844
6778,6535.241370400977
6693,6432.895663454273
10821,9277.100153200996
8524,6931.82111780861
7785,7093.108686977692
5012,7152.329869046879
6554,6517.704054195254
6643,7299.579706636723
4773,7032.710981887655
5411,4933.743339121341
4302,4274.863690876073
5047,4871.4478898801435
5144,5514.139446797862
5959,5366.640403102274
13544,14287.16155901729
4799,6973.548600011422
6697,4983.896246135293
5781,6718.196033486451
5179,5533.298380399987
3762,5643.388616450249
2763,5342.425201794493
5321,5694.796602529603
7027,6697.121320970031
6315,7529.290485562518
